ID, NAME, DEX ENTRY, HEIGHT, WEIGHT, DEX NUMBER, CATEGORY, COUNT, Creature in RuneScape
580, Seagull_Hattenkrapper_Form, Baron von Hattenkrapper. Sworn rival of Count Ludvig Koppenploppen. Known as the slayer of barrelchests on Bloodsplatter Isle., 8.2, 54.4, 426, Baron, 5, Seagull_Hattenkrapper_Form
581, Seagull_Koppenploppen_Form, Count Ludwig Koppenploppen. Sworn rival to Baron von Hattenkrapper. Known to have eaten many meals on The Rock., 6.0, 22.7, 427, Count, 5, Count ludwig koppenploppen
582, Seagull_Steven_Form, Flightless### the bird has nothing but its own name that holds any value. It fights with all it has., 4.6, 15.9, 428, Seafaring, 9, Steven seagull
583, Ibis, Fishers with good summoning levels summon these birds to improve their catches., 12.3, 12.2, 429, Ibis, 4, Ibis
584, DesertWyrm, A smaller### limbless kind of dragon that prefers to sail along the desert. The sandstorms cannot damage them., 4.7, 13.6, 430, Desert Wyrm, 11, Desert wyrm
585, Wyrm, A bigger### limbless dragon. While it has no fire breath### it is still a threat to unprepared adventurers., 25.2, 1669.2, 431, Wyrm, 4, Wyrm
586, Snake_Normal_Form, Found in the jungles of Karamja### these snakes are usually harmless to most travelers., 4.8, 14.1, 433, Snake, 5, Snake
587, Cobra_Normal_Form, Their necks can enlargen to scare their enemies. They dance when they are charmed by a flute., 7.5, 27.2, 434, Cobra, 5, Cobra
588, Cobra_Spirit_Form, A cobra from the spirit realm. They can corrupt eggs### making them into cockatrice eggs., 8.8, 31.8, 435, Serpentine, 10, Spirit cobra
589, Juna, Guardian of Guthix### this snake was set to guard the residual sadness of Guthix left in the rocks of Lumbridge., 12.4, 317.5, 436, Tear Guard, 10, Juna
590, Snake_Sea_Form, Found deep beneath Misthalin and Etceteria### these snakes only live in underwater caves., 5.0, 14.5, 437, Searpentine, 11, Sea Snake
591, Big_Snake_Sea_Form, Grown to a size far larger than any other snake### it preys on what enters its caves., 8.3, 163.3, 438, Big Snake, 9, Big sea snake 
592, Thingumwut, They are said to be beings of immense power by the authority on the subject### Traiborn., 0, 0, , Immense, 7, 
593, Experiment_3_Form, Made by Dr. Fenkenstrain### these experiments are either sheep in wolf's clothing### or the opposite., 16.0, 771.1, , Wolfsheep, 9, Experiment dog
594, Cabbage, They pray each morning to their god Brassica Prime### the strongest of all gods., 0, 0, , Cabbage, 7, 
595, Ughtanki, They roam the desert looking for oases### escaping kebab salesmen who kill them., 0, 0, , Ughtanki, 8, 
596, Camel, The hump on its back stores water and moisture as fat### allowing it to live in the desert., 0, 0, , Camel, 5, 
597, Camel_Warrior_Form, These warriors uses their power over magic and illusion to confuse their enemies before killing them., 0, 0, , Warrior, 7, 
598, BalanceEle, Appointed as a guardian of Guthix. It guards the Stone of Jas while talking of your funeral., 0, 0, , Balance, 7, 
599, Kalphite_Larva_Form, So small that even a cat could hunt them down for sport. Sometimes cats do just that., 0, 0, , Larva, 5, 
600, Kalphite_Worker_Form, Workers of the hive. These kalphites are not meant for combat., 12.3, 113.4, 186, Working, 7, Kalphite Worker
601, Kalphite_Soldier_Form, Kalphites born only to fight intruders of the hive. Their poison stings any adventurer., 14.8, 263.1, 187, Soldier, 7, Kalphite Soldier
602, Kalphite_Spirit_Form, Kalphites from the spirit realm have a stunning blue colour exuding glamour before they eat their prey alive., 0, 0, , Spirit, 6, 
603, Kalphite_Guardian_Form, The personal guardians of the hive's queen### these kalphites are far bigger than regular soldiers., 22.5, 784.7, 188, Guardian, 8, Kalphite Guardian
604, Kalphite_Queen_Form, Each kalphite hive needs a queen. And upon reaching a point in their life### they change form to become better at combat., 26.4, 1292.7, 189, Queen , 6, Kalphite Queen
605, Kalphite_Queen_Mega_Form, The true form of the queen of the kalphites. Only to be seen by players daring to enter the kalphite hive., 0, 0, , Queen , 6, 
606, Kalphite_Paragon_Form, A small set of kalphites were deemed warped by the hive and were thus exiled. These were some of them., 0, 0, , Paragon, 7, 
607, Kalphite_Corrupted_Form, Giving in to the power and control of the Devourer the kalphite has lost all reason and will of its own., 0, 0, , Corrupted, 9, 
608, Kalphite_Marauder_Form, Outrider of its exiled clans they attack anything they can see that isn't kalphite shaped., 0, 0, , Marauder, 8, 
609, Kalphite_King_Form, A corrupted kalphite that has become warped. Capable of things a regular kalphite king would never be able to do., 26.4, 1360.8, 190, King, 4, Kalphite King
610, Kalphite_Dung_Form, Blessed by Scabaras himself these small kalphites rolls balls of dung all day. Sometimes gems gets stuck in the dung., 0, 0, , Dung roller, 11, 
611, Kalphite_Reanimated_Form, The head of a slain kalphite reborn anew. Only to be slain once more. , 0, 0, , Reanimated, 10, 
612, Abyssal_Demon_Reanimated_Form, Once serving a hivemind of the abyss it has now broken free of the chain. But the new freedom confuses it., 0, 0, , Reanimated, 10, 
613, Bat_Gauntlet_Corrupted_Form, Corrupted beyond recognition the once shining crystals now sparkle a stunning red., 0, 0, , Corrupted, 9, 
614, Bat_Gauntlet_Crystalline_Form, A bat adorned with beautiful crystals. It has trouble flying due to their weight., 0, 0, , Crystal, 7, 
615, Bloodveld_Reanimated_Form, It once sucked blood to survive### stripped of this power it finds little purpose in its new life., 0, 0, , Reanimated, 10, 
616, Dark_Beast_Gauntlet_Corrupted_Form, It's hard to corrupt what is already a beast beyond control### but somehow the Gauntlet did this., 0, 0, , Corrupted, 9, 
617, Dark_Beast_Gauntlet_Crystalline_Form, Its body adorned with crystal shining in so many colours it's hard to recognise it as dark., 0, 0, , Crystal, 7, 
618, Dark_Beast_Pup_Form, Small yet deadly these beings lurk where light cannot hit them., 0, 0, , Dark pup, 8, 
619, Dark_Beast_Normal_Form, Beasts lurking near the Temple of Light. Apparently they herald the return of the dark lord., 0, 0, , Dark  , 6, 
620, Dark_Beast_Sotetseg_Form, A dark beast trained to perfection### its power is so dark no light shines., 0, 0, , Darkest, 7, 
621, Experiment_4_Form, Its head left intact but without a voice to talk. It's unknown how intelligent it remains but hopefully it's mindless., 0, 0, , Wolf?, 5, 
622, Experiment_5_Form, Despite being a spider this creature is strange because it has three joints instead of two like regular spiders., 0, 0, , Spider?, 7, 
623, Ganodermic_Beast, This huge beast possesses thick layers of spores and rotten flesh protecting it from harm., 0, 0, , Ganodermic, 10, 
624, Grifolapine, The spikes on its body works as a defence to turn away predators### sadly it is a predator itself., 0, 0, , Spore, 5, 
625, Grifolaroo, A Ramokee gave life to these otherwise insignificant beings and they now work at his command., 0, 0, , Mushroom, 8, 
626, Sporaxe, Once posessed by a spirit the axe finds a new use possessed by spores., 0, 0, , Posessed, 8, 
627, Headless_Beast, Despite losing its head this unidentified beast keeps spreading terror### despite having no fangs., 0, 0, , Headless, 8, 
628, Behemoth_Normal_Form, Despite not yet being of immense size### it will one day grow to be a beast feared by all., 0, 0, , Behemoth, 8, 
629, Behemoth_Adolscent_Form, Trained from young age by Bilrach the Mahjarrat these beasts are to one day serve his god., 0, 0, , Behemoth, 8, 
630, Siege_Beast, Chosen by the god Zamorak these beasts laid waste to Saradomin's armies in Lumbridge., 0, 0, , Siege, 5, 
631, Bulwark_Beast, With a body made of solid rock and minerals a pickaxe does more damage to it than swords., 0, 0, , Bulwark, 7, 
632, Behemoth_Gluttonous_Form, Being locked in the cold floors of Daemonheim makes its metabolism spike### causing massive overeating., 0, 0, , Glutton, 7, 
633, Behemoth_Runebound_Form, To control it Bilrach and his armies bound this behemoth down with runic energy to make it obey., 0, 0, , Runebound, 9, 
634, Stomp, Its body is so big it could not pass entirely into Gielinor; were the portal to close it would die., 0, 0, , Immense, 7, 
635, Hope_Devourer, It feeds on the hope and dreams of other. The warrior Marmaros got his hope eaten by this beast., 0, 0, , Despair, 7, 
636, Karamthulu_Overlord, The overlord of everything lurking the sea. All in its domain must pay homage to the overlord., 0, 0, , Overlord, 8, 
637, Light_Creature, Beings of pure light attracted to any light of peculiar colours., 0, 0, , Light, 5, 
638, Minotaur_Reanimated_Form, A minotaur cursed to live in the darkness### now cursed to live reanimated., 0, 0, , Reanimated, 10, 
639, Monkey_Reanimated_Form, Reanimated from its slumber of death### the monkey now sees little use but to die once more., 0, 0, , Reanimated, 10, 
640, Rat_Gauntlet_Corrupted_Form, A rat made entirely of corrupted crystals. They only find a home in the Gauntlet., 0, 0, , Corrupted, 9, 
641, Rat_Gauntlet_Crystalline_Form, As it walks around the Gauntlet its body shimmers with light until an adventurer kills it., 0, 0, , Crystalline, 11, 
642, Rat_Fungal_Form, Its now dead body plays host to a fungus. The fungus has reanimated the body as its own., 0, 0, , Fungal, 6, 
643, Sparky, After getting shot in its legs its nut stealing days were over. But the ranger who shot it helped it survive., 0, 0, , Ranged, 6, 
644, Spider_Corpse_Form, A spider taking host inside of a corpse. Its arms now spring forth from the corpse., 0, 0, , Corpse, 6, 
645, Spider_Fever_Form, Found near brew and rum distilleries these spiders bite pirates### making them sick and feverish., 0, 0, , Fever, 5, 
646, Spider_Lava_Form, They only lurk around lava giving them their name### but it's unknown why they are in the Dragonkin Laboratories., 0, 0, , Lava, 4, 
647, Spider_Shadow_Form, Invisible to the naked eye these shadow spiders lurk in the dark to assasinate and eat their prey., 0, 0, , Shadow, 6, 
648, Stalker, Their huge eyes are made to inform their father planet of what they see., 0, 0, , Stalker, 7, 
649, Soulgazer, Born of a sentient planet to convey sight these monsters stare at everything they find., 0, 0, , Soulgazer, 9, 
650, Stalker_Sentinel_Form, With one gigantic eye it's said they can see things human eyes can not., 0, 0, , Sentinel, 8, 
651, Night_Gazer, It hates light so much it will viciously attack anything not in total darkness., 0, 0, , Gazer, 5, 
652, Plane_Freezer, Its powers are so immense that anything around it freezes to solids within seconds., 0, 0, , Freezer, 7, 
653, World_Gorger, Marked as remarkeable because as a stalker it posesses no extravagant traits. Just pure immense power., 0, 0, , Gorger, 6, 
654, Flesh_Spoiler_Covered_Form, It carries five younglings on its back. When it dies the five spawns eat their host and evolve., 0, 0, , Monger, 6, 
655, Shadow_Forger, It prefers to fasten itself in the air above alcoves### killing anything near it with immense bursts of light., 0, 0, , Shadow, 6, 
656, Veil_Ripper, Its powers are so immense that it can cut the veils of atoms to instantly create fire where it looks., 0, 0, , Veil, 4, 
657, Unicorn_Gauntlet_Corrupted_Form, Hailing from the Gauntlet these corrupted unicorns stand out from their crystalline counterparts., 0, 0, , Corrupted, 9, 
658, Unicorn_Gauntlet_Crystalline_Form, Pure as the light that strikes them### these crystalline unicorns wander around the Gauntlet., 0, 0, , Crystalline, 11, 
659, Wolf_Cave_Form, They lead their young through cave systems hunting for mice and other prey., 0, 0, , Matriarch, 9, 
660, Wolf_Dragon_Form, A merging of dragon and wolf grown to its apex. The dragonkin were apparently displeased with the result., 0, 0, , Dragonwolf, 10, 
661, Shadow_Hound, Hardly corporeal this beastly dog attacks any adventurer entering its domain., 0, 0, , Shadow, 6, 
662, Border_Collie, A dog used to herd sheep. But for the most part they enjoy a nice snooze near the fireplace., 0, 0, , Sheepdog, 8, 
663, Bloodhound, Its nose is trained in a way that makes it find solutions to any clues. Sadly they cannot convey this to humans., 0, 0, , Clue, 4, 
664, Guard_Dog, Known to guard mansions### houses and temples alike. But their barks bring terror to the neighboors., 0, 0, , Guard , 6, 
665, Lycurgus, After the untimely death of Cerberus the original temple guardian### Lycurgus was put in to guard Paterdomus., 0, 0, , Guardian, 8, 
666, Yak_Moorrissey_Form, Warped by the powers of the abyss this species of yak serves powers unknown., 0, 0, , Warped Yak, 10, 
667, Yak_Robin_Form, Celebrating the festivities of Wintumber this yak appears when the mood is jolly., 0, 0, , Festive, 7, 
668, Yak_Yaktrick_Form, Adept at stargazing and an expert in cosmic arts these yaks carry telescopes to further their research., 0, 0, , Cosmic, 6, 
669, Cabbage_Sister_Form, Member of Saint Elspeth Citharede. This sister has taken the vow of silence for Saradomin., 0, 0, , Sister, 6, 
670, Cabbage_Crispy_Form, A cabbage with a hat., 0, 0, , Crispy, 6, 
671, Strykewyrm_Mini_Form, Since they're practically defenceless they prefer to stay underground for most of the day., 0, 0, , Wyrm, 4, 
672, Crocodile_Normal_Form, They mostly stand still near water holes waiting for prey to come to them., 0, 0, , Crocodile, 9, 
673, Crocodile_Mutadile_Form, A very big crocodile lurking the Chambers of Xeric. It is a very good boy., 0, 0, , Mutadile, 8, 
674, Crocodile_Ankh_Form, The magisters experimentation with souls caused this crocodile to gain power in exchange for its will., 0, 0, , Ankh, 4, 
675, Crocodile_Ukunduka_Form, The physical embodiment of the curse placed on Crondis by Amascut. It caused a vain and gluttonous feeling in Crondis., 0, 0, , Eating, 6, 
676, Bloodveld_Insatiable_Mutated_Form, These demons once served Zaros but seem to have gone over to Zamorak by the rebellion., 0, 0, , Bloodveld, 9, 
677, Bloodveld_Acidic_Form, The highly acidic fluids in its body make them more dangerous than any other bloodsucker., 0, 0, , Acidic, 6, 
678, Bloodveld_Vampiric_Form, Mainly used as pets by Vyrewatch these bloodvelds stand guards in houses of Darkmeyer., 0, 0, , Stakeout, 8, 
679, Bloodveld_RS3_Form, These bloodveld have been twisted by Amascut's corruption### making them even deadlier and more bloodthirsty., 0, 0, , Bloodveld, 9, 
680, Beaver, They use their prolonged fangs to gnaw trees and build dams to live in., 0, 0, , Beaver, 6, 
681, Giant_Beaver, Bigger than its regular counterpart these beavers could eat an entire magic tree., 0, 0, , Beaver, 6, 
682, Racoon, Known as 'washbears' to some these woodland critters love to eat garbage., 0, 0, , Thief, 5, 
683, Ralph, In their sack they keep the loot they have stolen. They don't trust anyone to see what's in there however., 0, 0, , Burgler, 7, 
684, Rocky, These buggers sneak into adventurers' bags to steal from them### but usually end up as their pets., 0, 0, , Pickpocket, 10, 
685, Honey_Badger, Known to not care for anything because it's strong### ferocious and badass in every way., 0, 0, , Uncaring, 8, 
686, Squirrel_Giant_Form, Bigger than regular squirrels these critters are acrobatic despite their larger shape., 0, 0, , Giant, 5, 
687, Squirrel_Australian_Form, Antipodean squirrels are heralds of the Queen of Sunrise. Mostly to argue over the seasons., 0, 0, , Antipodean, 10, 
688, Jade_Vine, Related to the strange plant these plants will grow violent if not pruned occasionally., 0, 0, , Strangest, 9, 
689, Klik, The dragonkin's experimentation on dragons caused them to make a breed mixed of Dragon and Fairy., 0, 0, , Fairy, 5, 
690, Jackalope, A magical bunny growing horns### they are rare and elusive for people to see., 0, 0, , Horned, 6, 
691, Imp, Known as a fire imp### these are the weakest demons that exist and love to play tricks on adventurers., 3.1, 15.9, 157, Fire Imp, 8, Imp
692, Demon_Lesser_RS3_Form, A Byzroth demon. Once slaves in their home realm### they now fight for the God of chaos., 18.5, 499.0, 158, Byzroth, 7, Lesser Demon
693, Demon_Greater_RS3_Form, An Alyaroth demon. Once used as slaves to the Chthonians### they now spread their wings for Zamorak., 22.9, 879.0, 159, Alyaroth, 8, Greater Demon
694, Demon_Kalgerion_Form, One of the strongest demons summoned by Bilrach for his lord. Zamorak used them as generals in his army., 24.6, 2086.5, 160, Kalgerion, 9, Kalgerion Demon
695, Demon_Thundereous_Form, Punished for his arrogance this demon got sealed away in the depths of Daemonheim., 0, 0, , Thundereous, 11, 
696, Demon_Ripper_Form, They possess humans warping their appearence to slaughter everyone nearby., 0, 0, , Ripper, 6, 
697, Demon_Lesser_OSRS_Form, Hailing from Infernus these Avernic demons were once a slave caste., 0, 0, , Lesser, 6, 
698, Demon_Greater_OSRS_Form, They're called greater demons not just due to their wings and larger power### but also their cruelty., 0, 0, , Greater, 7, 
699, Demon_Tstanon_Form, Said to at one point have destroyed over 1###000 planes this demon rains thunder on its enemies., 0, 0, , Tstanon, 7, 
700, Demon_Tormented_Form, Their flesh burns as they're fused with the draconic metal around them. , 0, 0, , Tormented, 9, 
701, Delrith, A demon once sealed by the ancestor of today's Sir Prysin., 0, 0, , Delrith, 7, 
702, Demon_Lesser_Tongue_Form, Their tongue is a source of pride since they have smaller horns than other demons., 0, 0, , , 0, 
703, Demon_Greater_Tongue_Form, A great tongue is a sign of nobility in Infernus. But some claim it's to excuse their rather small horns., 0, 0, , Tongue, 6, 
704, Demon_Zakln_Form, Known to some as Scourge of the Light. Mostly because hailstorm and ice magic clouds the sky near its appearance., 0, 0, , Zakl, 4, 
705, Demon_Pummeler_Form, Carrying two large hammers this Kal'Gerion demon is so strong it can bash the fabric of planes., 0, 0, , Pummeler, 8, 
706, Demon_Chocolate_Form, Made entirely of chocolate this demon runs into danger of eating its own delicious skin at times., 0, 0, , Chocolate, 9, 
707, Demon_Lesser_Black_Form, Black demons possess stronger power than their red counterparts but turn out to be equally cruel to others., 0, 0, , Black, 5, 
708, Demon_Greater_Black_Form, Known for their strong black colour these demons are cruel and strong., 0, 0, , Black, 5, 
709, Demon_Balfrug_Form, Most known as the Despoiler of Ullek. It shoots fireballs at anything they can see., 0, 0, , Balfrug, 7, 
710, Demon_Jungle_Form, A poisonous demon once summoned by gnomes to ambush an adventurer., 0, 0, , Jungle, 6, 
711, Demon_Riftsplitter_Form, With immense control of the planes around it this Kal'Gerion demon breaks the fabric of space at will., 0, 0, , Splitter, 8, 
712, Snow_Imp, They help out Santa Claus in his workshop with a smile on their face., 0, 0, , Ice Imp, 7, 
713, Demon_Ice_OSRS_Form, Despite not being physically made of ice the temperature around it grows so cold it might as well be., 0, 0, , Ice, 3, 
714, Demon_Ice_RS3_Form, They can only live where it's cold### and have since only been found in Ghorrock., 0, 0, , Frozen, 6, 
715, Demon_Bloodchiller_Form, Controlling immense power over coldness it gets its name from chilling a man's blood to solid ice., 0, 0, , Chiller, 7, 
716, Demon_Reanimated_Form, Demons are sometimes reborn on Infernus after their death. These demons were not that lucky., 0, 0, , Reanimated, 10, 
717, Kril_Tsutsaroth, General of the Zamorakian army it possesses immense strength to the point hiding its name isn't important., 0, 0, , Tsutsaroth, 10, 
718, Pyrefiend, A demon possessing the power of fire. They fought for Zamorak in the God Wars., 7.5, 68.0, 161, Fire Fiend, 10, Pyrefiend
719, Pyrelord, Lord among pyrefiends. Their flames are said to scorch all who challenge it., 10.2, 136.1, 162, Pyre Fiend, 10, Pyrelord
720, Waterfiend, A demon made of demonic energy and water. If frozen### they turn into Icefiends., 7.5, 68.0, 163, Water Fiend, 11, Waterfiend
721, Waterlord, Ruler of Waterfiends. They can expel water at very harmful speeds., 10.2, 136.1, 164, Sea Fiend, 9, Waterlord
722, Icefiend, A demon made of ice. Killing one sometimes cools down food to pleasant temperatures., 7.5, 68.0, 165, Ice Fiend, 9, Icefiend
723, Icelord, Leader of icefiends. No heat is ever seen in the vicinity of an Icelord., 10.2, 136.1, 166, FrozenFiend, 11, Icelord
724, Impling_Baby_Form, A baby impling known for stealing anything it can carry., 0, 0, , Baby, 4, 
725, Impling_Magpie_Form, If they see anything shiny they will rush for it to pick it up., 0, 0, , Shiny, 5, 
726, Impling_Dragon_Form, They have a strange fascination with anything related to dragons in name and appearence., 0, 0, , Dragon, 6, 
727, Impling_Kingly_Form, A impling with a kingly appearence### but not much kingly manners or charisma., 0, 0, , King, 4, 
728, Impling_Lucky_Form, These implings are known for being so lucky they are rarely caught., 0, 0, , Lucky, 5, 
729, Penance_Spawn, The lowly spawn of a Penance Queen born solely to fight off annoyances to the majesty., 0, 0, , Spawn, 5, 
730, Penance_Healer, With its poisonous breath it's capable of healing fellow penances in battles., 0, 0, , Healer, 6, 
731, Penance_Ranger, Its erect weapon shoots out projectile fluids### raining them down upon its enemies., 0, 0, , Ranger, 6, 
732, Penance_Runner, They needlessly run around battlefields causing nothing but annoyances to barbarians., 0, 0, , Runner, 6, 
733, Penance_Fighter, With its impeccable defence it brushes off every form of attack but one specific type., 0, 0, , Fighter, 7, 
734, Penance_Queen, Leader of the penance it will spawn eggs to brood an army. Its defence is almost perfect., 0, 0, , Penance, 7, 
735, Penance_King, Once a leader of the Zarosian faction it has become warped by the abyss to a horrifying shape., 0, 0, , Penance, 7, 
736, Void_Leech, It creates a mucus that is capable of draining other life forms of their energy and power., 0, 0, , Leech, 5, 
737, Void_Torcher, Thousands of them might fly upon the sky to rain fire upon the Void Knights closing their portals., 0, 0, , Torcher, 7, 
738, Void_Shifter, By breaking through the fabric of space they warp endlessly in pursuit of their enemies., 0, 0, , Shifter, 7, 
739, Void_Brawler, Due to the brawlers' immense body adventurers find it hard to slip past them until they are dead., 0, 0, , Brawler, 7, 
740, Void_Defiler, The spines on their bodies can be shot out as if arrows from a bow### mercilessly slaying their enemies., 0, 0, , Defiler, 7, 
741, Void_Splatter, Inside their bodies lies highly unstable chemical materials that explode upon its death., 0, 0, , Splatter, 8, 
742, Void_Ravager, Their long claws are specialized solely to destroy obstacles and barricades as opposed to living beings., 0, 0, , Ravager, 7, 
743, Void_Spinner, Spinners swarms around the void portals to maintain their connections to the Void plane., 0, 0, , Spinner, 7, 
744, Void_Drone, The closest envoys of the Void Queen that serve the Queen until death., 0, 0, , Drone, 5, 
745, Void_Queen, The hivemind of the Void are controlled by the Queen who is kept in check solely by Valluta., 0, 0, , Void, 4, 
746, Anchovy, Working together in a school the anchovies forms circles### never parting from one another., 0, 0, , Savoury, 7, 
747, Anchovy_Pizza_Form, By being in symbiosis with a pizza dough the anchovies attain greater power and taste., 0, 0, , Pizza, 5, 
748, Red_Eye, Their eyes can detect anything in even the murkiest and darkest of waters to stay safe., 0, 0, , Red eyed, 8, 
749, Flatfish, The shape of its body is flat in order to minimize air and water pressure when swimming., 0, 0, , Flat, 4, 
750, Bouldabass, Named by Thok Thokson after the Bouldabass' stiff scales once chipped Thok's tooth when he tried eating it., 0, 0, , Solid, 5, 
751, Mudskipper, Due to their resilient skins they are well known as great hats among Mogres., 0, 0, , Muddy, 5, 
752, Basilisk_Baby_Form, Born to this world with a petrifying gaze most of what it sees in its life will turn to stone., 0, 0, , Basilisk, 8, 
753, Basilisk_RS3_Form, The pain from its eyes endlessly annoys it into a silent rage to anyone they see., 0, 0, , Petrifying, 10, 
754, Basilisk_OSRS_Form, Their form is capable of great speed but is held back by staying inside caves., 0, 0, , Basilisk, 8, 
755, Basilisk_Knight_Form, Serving the Jormungand### these Basilisks are knights who will fight to the death for their master., 0, 0, , Knight, 6, 
756, Spider_Ungael_Form, This rare form of spider seems to come from a secret Dragonkin laboratory., 0, 0, , Creepy, 6, 
757, Spider_Crypt_Form, Fresh meat is a rare sight in the crypt it lives in### until people started killing shades in Mort'ton at least., 0, 0, , Crypt, 5, 
758, Spider_Temple_Form, Despite having no real form of intelligence### these spiders seems to worship their god., 0, 0, , Temple, 6, 
759, Spider_ApeAtoll_Form, Moving swiftly and with determination these spiders can almost not be sensed until they try to kill you., 0, 0, , Stealthy, 8, 
760, Catablepon, One of the rarest forms of a bull that has only been discovered in the Stronghold of Security., 0, 0, , Bull, 4, 
761, Protomastyx, Its body is designed to carry immense amounts of fat to live under any kind of terrain., 0, 0, , Fatty, 5, 
762, Tyrannomastyx, The skin on its body is water and air resistant. Making it ideal for rangers to wear., 0, 0, , Humongeous, 10, 
763, Pig_War_Form, The terror of watching its brethren killed for sustenance has scarred this pig to only know brutality., 0, 0, , War, 3, 
764, Pig_Prayer_Form, By carrying a monument of prayer on its back this pig can help adventurers to remain religious., 0, 0, , Prayer, 6, 
765, Pig_Pack_Form, Master farmers argue whether a pig or a yak would be the ideal beast of burden. , 0, 0, , Pack Pig, 8, 
766, Herbiboar, The herbs growing on its body seems to vary between specimens making each catch unique., 0, 0, , Herblaw, 7, 
767, Goat_Clay_Form, Sacred clay imbues its body with capabilities beyond those of a regular goat., 0, 0, , Clay, 4, 
768, Goat_SacredClay_Form, The stronger the clay imbued in its body the stronger the sacred clay familiar., 0, 0, , Clay, 4, 
769, Goat_PrimordialClay_Form, Made of the strongest sacred clay### the pristine qualities of its body have no equal., 0, 0, , Sacred, 6, 
770, Shadeel, Knowing the only way out of despair is to keep moving forward Chadeel chooses to live., 0, 0, , Shad, 4, 
771, Golem_Titan, Coded to forever guard its home### it walks in sadness of ruins at what its home has become., 0, 0, , Golem, 5, 
772, Moss_Titan, Its true face is hidden in the mass of moss and leaves on its upper body. It's shy in nature., 0, 0, , Moss, 4, 
773, Iron_Titan, The weight of its body exceeds 5 tons of pure iron. It attacks slowly but packs a punch., 0, 0, , Iron, 4, 
774, Steel_Titan, Its entire body is encased and forged in steel. It is proclaimed as the king of titans., 0, 0, , Steel, 5, 
775, Lava_Titan, Made entirely out of lava means wherever it goes things melt. Due to this they prefer volcanoes., 0, 0, , Lava, 4, 
776, Obsidian_Golem, With its four fists it can slam such an impression into someone they might never recover., 0, 0, , Obsidian, 8, 
777, Swamp_Titan, They live their entire lives encased in swampy tar. Duelling banjos sometimes bring them out to fight., 0, 0, , Swamp, 5, 
778, Ice_Titan, Despite looking cool and stoic they have a violent nature making them highly dangerous to hikers., 0, 0, , Ice, 3, 
779, Fire_Titan, Fire is its very essense of life to the point its life force is tied to the warmth it exudes from its body., 0, 0, , Scorching, 9, 
780, Geysir_Titan, The water coming from its body is so hot that it would scald anyone in its near vicinity., 0, 0, , Geysir, 6, 
781, Dark_Core, A concentrated mass of pure dark energy expelled from the Corporeal Beast. It attacks anything., 0, 0, , Dark Energy, 11, 
782, Corporeal_Beast, It has no place in the real world### but is rather a byproduct of the Spirit Beast being killed in a world that mirrors ours., 0, 0, , Corporeal, 9, 
783, Corporeal_Beast_Zanik_Form, Dont question it., 0, 0, , Zanik, 5, 
784, Compost_Mound, Some proclaim that if you don't clean up your compost it will turn into a compost mound., 0, 0, , Compost, 7, 
785, Ent, Since they are trees they sense concepts of time differently from humans. It's very slow winded., 0, 0, , Tree, 4, 
786, Derwen, Guardian of the mage arena of the Forthinry. It claims to be a herald of Guthix., 0, 0, , Guardian, 8, 
787, Cockroach_Drone, Drones are sent out on scouting missions by the hive to retrieve food and intel., 0, 0, , Drone, 5, 
788, Cockroach_Worker, The workers live their entire life blissfully unaware of concepts like independent thought and are thus happy., 0, 0, , Worker, 6, 
789, Cockroach_Soldier, Born warriors### their entire life revolves around finding threats and then getting rid of them### or dying trying., 0, 0, , Soldier, 7, 
790, Cockroach_Warped_Form, Cockroaches warped in the Lumbridge catacombs. Some say it's no longer a part of the hive., 0, 0, , Warped  , 8, 
791, Fiara, Guthix chose this earwig to guard where the Eye of Saradomin once stood., 0, 0, , Earwig, 6, 
792, Cave_Bug, Its large mandible is capable of putting dents into even solid steels., 0, 0, , Bull, 4, 
793, Malcolm, When it gets a brilliant thought### the lightbulb on its abdomen lights up., 0, 0, , Idea, 4, 
794, Meerkats, Clues### riddles and maps are constantly on their mind as they endlessly dig for buried treasure., 0, 0, , Clue scroll, 11, 
795, Origami_Balloon, To prove flight was possible for humans without magic an Entranian monk made this model., 0, 0, , Origami, 7, 
796, Krill_Balloon, Its entire being craves murder### dissection### casualties### ripping### tearing and floating., 0, 0, , Murder, 6, 
797, Balloon_Goat, Evil Bob's evil magic reanimated these balloons to work as prison guards in his jail., 0, 0, , Party, 5, 
798, Dagannoth_Mother, The true horror from the deep that produces a brood that will destroy the Fremennik., 0, 0, , Mother, 6, 
799, Gelatinnoth, The deliciousness of its body changes taste and texture as it adapts to your attacks., 0, 0, , Gelatin, 7, 
800, Dagannoth_Daughter, When a dagganoth mother dies### a new one is born stronger than the previous. The blood runs deep., 0, 0, , Matriarch, 9, 
801, Dagannoth_Reanimated_Form, Reanimation has caused this dagannoth to once again move so it can bite you., 0, 0, , Reanimated, 10, 
802, Dagannoth_Spirit_Form, The dagannoths of the spirit realm lurk in deep seas trying to sink boats to eat their innards., 0, 0, , Spirit Dag, 10, 
803, Flambeed, The texture on its body is so hot and solid wielding a weapon to fight it is too hard., 0, 0, , Rock Cake, 9, 
804, AgrithNaNa, Its whole body is made entirely of bananas which it wants to kill everyone with., 0, 0, , Banana, 6, 
805, Karamel, Despite its delicious and savoury look this is a high level magic caster with prowess for ice magick., 0, 0, , Caramel, 7, 
